id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
1549,server-1549,192.168.6.86,Ubuntu 22.04,8,16,100,offline,202
1550,server-1550,192.168.111.33,Ubuntu 22.04,4,16,2000,offline,12
1551,server-1551,192.168.60.24,Debian 12,4,16,1000,offline,228
1552,server-1552,192.168.90.142,Ubuntu 22.04,4,32,100,maintenance,161
1553,server-1553,192.168.124.212,Ubuntu 22.04,2,64,2000,offline,237
1554,server-1554,192.168.211.168,Ubuntu 22.04,16,4,100,maintenance,156
1555,server-1555,192.168.131.102,CentOS 8,2,16,1000,online,124
1556,server-1556,192.168.11.158,CentOS 8,2,32,100,offline,316
1557,server-1557,192.168.248.56,CentOS 8,4,64,1000,offline,97
1558,server-1558,192.168.168.106,CentOS 8,16,4,100,online,220
1559,server-1559,192.168.23.169,Windows Server 2022,32,16,500,online,47
1560,server-1560,192.168.7.21,Ubuntu 22.04,4,32,2000,maintenance,271
1561,server-1561,192.168.212.27,Debian 12,2,32,1000,online,155
1562,server-1562,192.168.22.133,Windows Server 2022,32,64,100,offline,336
1563,server-1563,192.168.11.144,Windows Server 2022,16,64,1000,maintenance,206
1564,server-1564,192.168.204.42,Ubuntu 22.04,2,4,2000,online,281
1565,server-1565,192.168.33.108,Ubuntu 22.04,4,4,2000,offline,33
1566,server-1566,192.168.42.162,Debian 12,8,64,1000,maintenance,185
1567,server-1567,192.168.62.203,Ubuntu 22.04,8,4,2000,maintenance,113
1568,server-1568,192.168.125.179,CentOS 8,16,32,2000,maintenance,185
1569,server-1569,192.168.119.218,Debian 12,32,8,1000,online,167
1570,server-1570,192.168.22.117,CentOS 8,8,16,2000,maintenance,331
1571,server-1571,192.168.97.85,Windows Server 2022,16,32,100,maintenance,47
1572,server-1572,192.168.132.119,Windows Server 2022,32,32,500,offline,24
1573,server-1573,192.168.146.130,Windows Server 2022,8,64,1000,offline,108
1574,server-1574,192.168.58.8,Windows Server 2022,4,4,2000,online,206
1575,server-1575,192.168.58.45,Debian 12,32,16,1000,online,127
1576,server-1576,192.168.128.136,CentOS 8,16,32,100,offline,282
1577,server-1577,192.168.91.124,CentOS 8,8,64,2000,online,338
1578,server-1578,192.168.123.42,Windows Server 2022,2,4,500,online,15
1579,server-1579,192.168.55.153,CentOS 8,16,4,1000,maintenance,289
1580,server-1580,192.168.246.84,CentOS 8,16,4,100,offline,35
1581,server-1581,192.168.133.172,CentOS 8,16,4,100,offline,185
1582,server-1582,192.168.216.125,CentOS 8,2,4,500,maintenance,12
1583,server-1583,192.168.36.110,Windows Server 2022,8,4,2000,maintenance,250
1584,server-1584,192.168.135.57,Ubuntu 22.04,2,16,500,online,310
1585,server-1585,192.168.30.55,Ubuntu 22.04,4,16,1000,offline,174
1586,server-1586,192.168.114.116,Windows Server 2022,8,16,100,maintenance,29
1587,server-1587,192.168.246.39,Debian 12,8,16,100,offline,2
1588,server-1588,192.168.105.240,Ubuntu 22.04,32,16,500,online,60
1589,server-1589,192.168.133.44,Windows Server 2022,4,4,500,online,271
1590,server-1590,192.168.255.17,Ubuntu 22.04,8,64,100,maintenance,48
1591,server-1591,192.168.225.30,Windows Server 2022,2,64,1000,offline,239
1592,server-1592,192.168.130.77,Ubuntu 22.04,8,64,1000,offline,43
1593,server-1593,192.168.190.212,CentOS 8,4,16,100,maintenance,77
1594,server-1594,192.168.159.251,CentOS 8,16,16,2000,offline,117
1595,server-1595,192.168.247.115,CentOS 8,2,16,1000,online,60
1596,server-1596,192.168.129.130,CentOS 8,2,32,2000,online,142
1597,server-1597,192.168.237.26,Ubuntu 22.04,4,32,2000,offline,125
1598,server-1598,192.168.187.130,Windows Server 2022,32,32,500,online,207
1599,server-1599,192.168.119.213,Debian 12,32,4,100,offline,11
1600,server-1600,192.168.184.158,CentOS 8,32,4,500,maintenance,6
1601,server-1601,192.168.163.73,Ubuntu 22.04,32,32,500,online,25
1602,server-1602,192.168.149.77,Debian 12,4,8,100,maintenance,110
1603,server-1603,192.168.29.106,Windows Server 2022,32,64,500,maintenance,195
1604,server-1604,192.168.213.59,CentOS 8,16,8,100,offline,170
1605,server-1605,192.168.110.158,CentOS 8,4,4,2000,online,30
1606,server-1606,192.168.224.138,Debian 12,4,4,500,maintenance,354
1607,server-1607,192.168.68.232,Windows Server 2022,4,32,100,online,7
1608,server-1608,192.168.31.186,Windows Server 2022,4,32,100,online,242
1609,server-1609,192.168.93.161,CentOS 8,32,8,1000,maintenance,132
1610,server-1610,192.168.150.244,Ubuntu 22.04,8,64,100,online,158
1611,server-1611,192.168.142.235,CentOS 8,16,32,2000,maintenance,262
1612,server-1612,192.168.228.238,Debian 12,8,16,100,maintenance,44
1613,server-1613,192.168.44.151,Debian 12,32,32,500,online,354
1614,server-1614,192.168.218.106,CentOS 8,8,64,2000,online,352
1615,server-1615,192.168.68.159,Debian 12,32,16,1000,maintenance,226
1616,server-1616,192.168.153.28,Debian 12,8,32,2000,offline,333
1617,server-1617,192.168.55.155,Debian 12,16,4,1000,maintenance,214
1618,server-1618,192.168.226.23,Windows Server 2022,2,16,1000,maintenance,162
1619,server-1619,192.168.90.84,Debian 12,8,8,2000,online,94
1620,server-1620,192.168.83.217,Ubuntu 22.04,2,64,2000,offline,300
1621,server-1621,192.168.208.252,CentOS 8,32,64,100,offline,351
1622,server-1622,192.168.53.201,CentOS 8,4,32,2000,maintenance,311
1623,server-1623,192.168.14.171,Ubuntu 22.04,8,8,500,maintenance,115
1624,server-1624,192.168.29.154,Ubuntu 22.04,4,64,100,online,327
1625,server-1625,192.168.174.137,CentOS 8,32,64,100,online,200
1626,server-1626,192.168.34.83,Windows Server 2022,8,8,1000,offline,21
1627,server-1627,192.168.122.86,CentOS 8,4,4,2000,offline,134
1628,server-1628,192.168.66.14,Ubuntu 22.04,32,32,500,online,106
1629,server-1629,192.168.234.105,Debian 12,4,32,100,offline,273
1630,server-1630,192.168.56.116,Ubuntu 22.04,4,16,100,maintenance,318
1631,server-1631,192.168.72.98,Ubuntu 22.04,8,32,2000,online,291
1632,server-1632,192.168.8.173,Debian 12,4,8,500,online,316
1633,server-1633,192.168.108.228,Windows Server 2022,2,32,1000,online,136
1634,server-1634,192.168.235.30,Windows Server 2022,16,8,2000,online,245
1635,server-1635,192.168.102.43,Windows Server 2022,4,64,100,offline,188
1636,server-1636,192.168.4.8,Windows Server 2022,16,32,100,online,25
1637,server-1637,192.168.185.3,Windows Server 2022,16,16,100,offline,94
1638,server-1638,192.168.49.59,Debian 12,32,64,2000,online,34
1639,server-1639,192.168.160.120,Debian 12,32,64,500,online,198
1640,server-1640,192.168.226.163,Ubuntu 22.04,32,64,500,online,188
1641,server-1641,192.168.54.26,Windows Server 2022,16,4,1000,offline,104
1642,server-1642,192.168.185.240,Debian 12,4,16,500,maintenance,18
1643,server-1643,192.168.47.224,Debian 12,2,16,2000,online,318
1644,server-1644,192.168.43.10,CentOS 8,8,64,2000,online,115
1645,server-1645,192.168.110.70,Windows Server 2022,2,32,500,offline,291
1646,server-1646,192.168.83.181,Debian 12,16,8,500,maintenance,278
1647,server-1647,192.168.88.15,Debian 12,2,16,100,offline,58
1648,server-1648,192.168.189.144,CentOS 8,8,8,100,maintenance,73
1649,server-1649,192.168.127.201,CentOS 8,8,64,1000,maintenance,73
1650,server-1650,192.168.154.212,Windows Server 2022,4,32,1000,maintenance,256
1651,server-1651,192.168.206.132,Ubuntu 22.04,8,16,500,maintenance,62
1652,server-1652,192.168.118.80,Debian 12,8,16,1000,offline,160
1653,server-1653,192.168.158.207,Debian 12,32,16,100,offline,83
1654,server-1654,192.168.93.116,Windows Server 2022,8,4,500,maintenance,223
1655,server-1655,192.168.86.86,CentOS 8,32,64,500,offline,244
1656,server-1656,192.168.42.177,Ubuntu 22.04,4,32,500,online,211
1657,server-1657,192.168.225.3,Windows Server 2022,2,4,100,offline,43
1658,server-1658,192.168.128.131,Ubuntu 22.04,32,32,1000,maintenance,309
1659,server-1659,192.168.65.121,Windows Server 2022,8,32,2000,online,159
1660,server-1660,192.168.21.253,Debian 12,32,8,1000,online,247
1661,server-1661,192.168.135.32,Windows Server 2022,32,8,1000,offline,75
1662,server-1662,192.168.3.68,CentOS 8,2,64,2000,offline,174
1663,server-1663,192.168.230.227,Debian 12,8,64,2000,maintenance,187
1664,server-1664,192.168.87.238,Windows Server 2022,4,4,2000,online,173
1665,server-1665,192.168.107.129,Debian 12,4,4,500,offline,80
1666,server-1666,192.168.19.86,CentOS 8,2,8,100,maintenance,339
1667,server-1667,192.168.4.247,Windows Server 2022,16,8,2000,online,252
1668,server-1668,192.168.198.93,Debian 12,2,4,500,offline,214
1669,server-1669,192.168.204.81,CentOS 8,16,32,2000,maintenance,244
1670,server-1670,192.168.13.9,Debian 12,4,16,100,online,39
1671,server-1671,192.168.224.208,Debian 12,2,16,100,online,308
1672,server-1672,192.168.211.138,Debian 12,32,4,100,offline,89
1673,server-1673,192.168.116.112,Windows Server 2022,8,16,100,offline,312
1674,server-1674,192.168.3.190,Debian 12,8,64,2000,offline,365
1675,server-1675,192.168.142.164,Windows Server 2022,2,16,500,maintenance,158
1676,server-1676,192.168.222.254,Debian 12,16,16,1000,maintenance,237
1677,server-1677,192.168.224.141,Debian 12,4,32,2000,offline,218
1678,server-1678,192.168.129.65,Windows Server 2022,16,16,2000,offline,287
1679,server-1679,192.168.32.105,Ubuntu 22.04,16,8,2000,offline,120
1680,server-1680,192.168.244.254,Debian 12,2,16,500,offline,127
1681,server-1681,192.168.159.53,Debian 12,32,8,1000,offline,60
1682,server-1682,192.168.188.194,Debian 12,2,32,1000,maintenance,67
1683,server-1683,192.168.0.179,Windows Server 2022,4,8,2000,offline,341
1684,server-1684,192.168.171.221,Debian 12,32,8,500,maintenance,10
1685,server-1685,192.168.150.67,Ubuntu 22.04,8,4,2000,maintenance,278
1686,server-1686,192.168.10.55,Ubuntu 22.04,4,8,1000,offline,9
1687,server-1687,192.168.147.68,Windows Server 2022,32,8,100,online,25
1688,server-1688,192.168.0.216,Windows Server 2022,2,8,100,offline,156
1689,server-1689,192.168.73.179,CentOS 8,8,8,2000,maintenance,5
1690,server-1690,192.168.91.222,Ubuntu 22.04,8,64,100,online,190
1691,server-1691,192.168.8.14,Debian 12,8,32,1000,online,188
1692,server-1692,192.168.215.40,Windows Server 2022,8,32,2000,maintenance,274
1693,server-1693,192.168.106.165,CentOS 8,2,32,500,online,89
1694,server-1694,192.168.199.62,Ubuntu 22.04,32,8,1000,offline,55
1695,server-1695,192.168.101.99,Windows Server 2022,4,8,100,maintenance,53
1696,server-1696,192.168.183.109,Ubuntu 22.04,4,8,1000,maintenance,165
1697,server-1697,192.168.76.46,Debian 12,2,16,100,online,288
1698,server-1698,192.168.230.165,CentOS 8,8,4,500,online,311
1699,server-1699,192.168.130.165,Ubuntu 22.04,4,16,100,maintenance,132
1700,server-1700,192.168.46.174,CentOS 8,4,16,1000,maintenance,24
1701,server-1701,192.168.145.140,Windows Server 2022,16,4,2000,maintenance,238
1702,server-1702,192.168.40.226,Ubuntu 22.04,32,32,100,online,178
1703,server-1703,192.168.140.220,Windows Server 2022,16,4,500,online,114
1704,server-1704,192.168.95.20,CentOS 8,16,64,100,offline,145
1705,server-1705,192.168.247.152,Windows Server 2022,8,16,1000,maintenance,102
1706,server-1706,192.168.201.129,Windows Server 2022,4,16,100,maintenance,342
1707,server-1707,192.168.129.247,Windows Server 2022,32,16,500,online,357
1708,server-1708,192.168.34.118,Ubuntu 22.04,2,16,2000,maintenance,75
1709,server-1709,192.168.113.3,Windows Server 2022,32,16,100,offline,12
1710,server-1710,192.168.110.91,Debian 12,4,64,100,maintenance,238
1711,server-1711,192.168.124.71,CentOS 8,8,8,100,maintenance,126
1712,server-1712,192.168.172.76,Windows Server 2022,8,64,1000,offline,329
1713,server-1713,192.168.96.127,Ubuntu 22.04,8,8,100,online,181
1714,server-1714,192.168.207.242,CentOS 8,8,16,1000,online,4
1715,server-1715,192.168.187.21,Windows Server 2022,16,8,1000,offline,49
1716,server-1716,192.168.130.149,Windows Server 2022,32,64,500,maintenance,334
1717,server-1717,192.168.176.220,Windows Server 2022,2,8,500,offline,189
1718,server-1718,192.168.26.184,Windows Server 2022,8,64,1000,maintenance,358
1719,server-1719,192.168.252.156,Windows Server 2022,8,32,2000,online,198
1720,server-1720,192.168.28.68,Windows Server 2022,32,8,500,online,320
1721,server-1721,192.168.216.86,CentOS 8,8,16,500,maintenance,194
1722,server-1722,192.168.127.97,Ubuntu 22.04,32,4,500,maintenance,350
1723,server-1723,192.168.10.166,Windows Server 2022,4,8,500,offline,259
1724,server-1724,192.168.32.120,Debian 12,32,8,100,online,251
1725,server-1725,192.168.51.51,CentOS 8,32,64,100,online,22
1726,server-1726,192.168.220.26,Windows Server 2022,32,16,2000,online,162
1727,server-1727,192.168.244.198,CentOS 8,32,64,1000,offline,234
1728,server-1728,192.168.28.219,Debian 12,32,32,100,online,195
1729,server-1729,192.168.232.200,Debian 12,2,8,2000,offline,46
1730,server-1730,192.168.57.153,Windows Server 2022,8,16,2000,online,365
1731,server-1731,192.168.27.254,CentOS 8,32,64,2000,online,353
1732,server-1732,192.168.82.246,Debian 12,2,4,100,offline,197
1733,server-1733,192.168.249.180,Debian 12,8,16,1000,online,313
1734,server-1734,192.168.15.186,Debian 12,32,64,2000,offline,229
1735,server-1735,192.168.207.92,CentOS 8,4,16,500,maintenance,3
1736,server-1736,192.168.70.78,CentOS 8,32,64,100,offline,249
1737,server-1737,192.168.166.22,CentOS 8,32,64,100,maintenance,63
1738,server-1738,192.168.55.206,Windows Server 2022,32,32,100,online,111
1739,server-1739,192.168.217.67,Ubuntu 22.04,4,16,100,online,327
1740,server-1740,192.168.92.178,Debian 12,2,64,1000,offline,304
1741,server-1741,192.168.112.147,Ubuntu 22.04,4,32,100,offline,4
1742,server-1742,192.168.36.99,Windows Server 2022,2,8,100,maintenance,339
1743,server-1743,192.168.7.165,Ubuntu 22.04,16,8,500,maintenance,201
1744,server-1744,192.168.43.22,CentOS 8,16,8,100,online,228
1745,server-1745,192.168.196.5,Debian 12,8,4,1000,offline,70
1746,server-1746,192.168.138.216,Debian 12,16,64,500,maintenance,161
1747,server-1747,192.168.185.14,Debian 12,32,32,500,maintenance,200
1748,server-1748,192.168.112.69,Debian 12,4,4,1000,online,108
1749,server-1749,192.168.11.71,Windows Server 2022,32,64,1000,online,28
1750,server-1750,192.168.85.103,CentOS 8,16,16,100,offline,304
1751,server-1751,192.168.55.63,CentOS 8,16,32,500,maintenance,326
1752,server-1752,192.168.144.102,Debian 12,2,4,500,online,281
1753,server-1753,192.168.16.93,CentOS 8,2,32,500,offline,247
1754,server-1754,192.168.44.58,Ubuntu 22.04,32,4,500,online,7
1755,server-1755,192.168.202.241,Debian 12,32,64,1000,online,143
1756,server-1756,192.168.184.127,CentOS 8,16,64,2000,offline,170
1757,server-1757,192.168.46.169,CentOS 8,8,8,500,offline,199
1758,server-1758,192.168.78.59,Windows Server 2022,8,16,100,maintenance,278
1759,server-1759,192.168.41.54,Debian 12,2,64,2000,maintenance,36
1760,server-1760,192.168.80.142,CentOS 8,32,4,500,maintenance,262
1761,server-1761,192.168.32.94,Debian 12,2,32,500,online,120
1762,server-1762,192.168.169.109,Windows Server 2022,4,4,2000,maintenance,132
1763,server-1763,192.168.84.254,Windows Server 2022,16,16,500,offline,216
1764,server-1764,192.168.182.92,CentOS 8,16,32,500,maintenance,293
1765,server-1765,192.168.138.179,Debian 12,32,4,100,online,258
1766,server-1766,192.168.119.118,Debian 12,2,32,100,online,318
1767,server-1767,192.168.167.235,Ubuntu 22.04,16,64,500,offline,45
1768,server-1768,192.168.141.48,Ubuntu 22.04,32,32,100,online,134
1769,server-1769,192.168.234.180,CentOS 8,4,4,500,offline,365
1770,server-1770,192.168.107.6,Ubuntu 22.04,4,32,500,online,30
1771,server-1771,192.168.92.162,CentOS 8,4,4,100,maintenance,145
1772,server-1772,192.168.24.193,Ubuntu 22.04,2,4,100,online,45
1773,server-1773,192.168.22.154,CentOS 8,8,16,500,online,252
1774,server-1774,192.168.244.56,CentOS 8,16,8,1000,online,167
1775,server-1775,192.168.200.223,CentOS 8,16,16,100,offline,108
1776,server-1776,192.168.129.22,Ubuntu 22.04,2,16,100,online,134
1777,server-1777,192.168.183.146,Windows Server 2022,2,16,2000,maintenance,196
1778,server-1778,192.168.136.130,Debian 12,4,4,1000,online,15
1779,server-1779,192.168.189.8,Windows Server 2022,16,8,2000,offline,89
1780,server-1780,192.168.246.69,Windows Server 2022,16,4,1000,online,91
1781,server-1781,192.168.202.37,CentOS 8,4,8,100,maintenance,248
1782,server-1782,192.168.203.250,Windows Server 2022,8,16,2000,offline,355
1783,server-1783,192.168.243.180,Ubuntu 22.04,16,4,500,online,76
1784,server-1784,192.168.166.104,Ubuntu 22.04,32,16,2000,maintenance,19
1785,server-1785,192.168.79.23,Windows Server 2022,16,16,500,online,143
1786,server-1786,192.168.33.252,CentOS 8,2,16,2000,offline,240
1787,server-1787,192.168.58.81,Debian 12,4,64,2000,offline,236
1788,server-1788,192.168.15.173,Windows Server 2022,8,16,500,maintenance,132
1789,server-1789,192.168.6.231,CentOS 8,2,16,100,maintenance,315
1790,server-1790,192.168.213.170,CentOS 8,32,8,2000,online,261
1791,server-1791,192.168.195.118,CentOS 8,2,8,100,offline,360
1792,server-1792,192.168.9.166,Windows Server 2022,8,4,100,offline,198
1793,server-1793,192.168.4.95,CentOS 8,16,32,1000,online,264
1794,server-1794,192.168.172.34,Windows Server 2022,32,4,100,online,85
1795,server-1795,192.168.255.107,Windows Server 2022,4,8,100,offline,30
1796,server-1796,192.168.130.110,Windows Server 2022,4,64,2000,offline,270
1797,server-1797,192.168.183.248,Ubuntu 22.04,32,32,100,maintenance,172
1798,server-1798,192.168.228.131,Ubuntu 22.04,32,32,100,online,221
1799,server-1799,192.168.0.69,CentOS 8,4,16,1000,maintenance,172
1800,server-1800,192.168.11.54,Windows Server 2022,8,64,100,maintenance,58
1801,server-1801,192.168.40.236,CentOS 8,4,16,100,offline,79
1802,server-1802,192.168.214.114,Windows Server 2022,8,32,100,maintenance,48
1803,server-1803,192.168.87.155,Windows Server 2022,4,16,1000,online,71
1804,server-1804,192.168.149.198,CentOS 8,32,64,100,online,321
1805,server-1805,192.168.31.114,Windows Server 2022,8,16,1000,maintenance,170
1806,server-1806,192.168.125.117,CentOS 8,2,64,100,maintenance,262
1807,server-1807,192.168.5.192,Windows Server 2022,16,16,500,offline,66
1808,server-1808,192.168.33.124,Ubuntu 22.04,4,4,1000,online,160
1809,server-1809,192.168.133.36,CentOS 8,2,4,100,offline,274
1810,server-1810,192.168.115.87,Debian 12,32,16,500,online,332
1811,server-1811,192.168.18.76,CentOS 8,2,32,2000,offline,131
1812,server-1812,192.168.241.98,Windows Server 2022,32,8,1000,offline,252
1813,server-1813,192.168.151.179,Ubuntu 22.04,2,8,1000,online,254
1814,server-1814,192.168.192.75,CentOS 8,16,8,500,maintenance,347
1815,server-1815,192.168.199.209,CentOS 8,8,64,1000,offline,364
1816,server-1816,192.168.150.188,Debian 12,2,8,500,offline,284
1817,server-1817,192.168.214.28,CentOS 8,32,8,500,maintenance,244
1818,server-1818,192.168.202.131,Windows Server 2022,32,64,100,offline,233
1819,server-1819,192.168.223.114,Debian 12,2,64,1000,maintenance,256
1820,server-1820,192.168.18.63,Ubuntu 22.04,32,64,2000,maintenance,249
1821,server-1821,192.168.129.69,Debian 12,8,16,1000,maintenance,133
1822,server-1822,192.168.219.160,Ubuntu 22.04,8,64,100,online,260
1823,server-1823,192.168.81.56,Ubuntu 22.04,32,16,100,offline,287
1824,server-1824,192.168.30.78,CentOS 8,16,4,1000,offline,344
1825,server-1825,192.168.191.161,Ubuntu 22.04,4,4,100,maintenance,208
1826,server-1826,192.168.87.78,Ubuntu 22.04,8,32,2000,offline,14
1827,server-1827,192.168.155.62,Ubuntu 22.04,2,8,1000,offline,308
1828,server-1828,192.168.149.121,Windows Server 2022,8,4,2000,offline,157
1829,server-1829,192.168.135.220,Ubuntu 22.04,4,64,1000,maintenance,48
1830,server-1830,192.168.147.158,Debian 12,32,8,2000,online,174
1831,server-1831,192.168.45.113,Debian 12,8,8,2000,offline,344
1832,server-1832,192.168.250.49,Windows Server 2022,16,4,500,online,187
1833,server-1833,192.168.201.92,Debian 12,8,4,2000,online,295
1834,server-1834,192.168.57.33,Ubuntu 22.04,8,64,2000,offline,50
1835,server-1835,192.168.187.175,Ubuntu 22.04,32,16,500,maintenance,72
1836,server-1836,192.168.158.129,Windows Server 2022,2,32,500,online,321
1837,server-1837,192.168.26.71,Debian 12,16,16,100,online,154
1838,server-1838,192.168.70.134,Windows Server 2022,8,4,500,maintenance,26
1839,server-1839,192.168.222.91,CentOS 8,8,8,2000,offline,269
1840,server-1840,192.168.242.227,Debian 12,4,4,500,offline,83
1841,server-1841,192.168.188.82,Windows Server 2022,2,32,1000,offline,331
1842,server-1842,192.168.156.16,Debian 12,4,64,100,offline,81
1843,server-1843,192.168.176.60,Debian 12,4,8,100,online,51
1844,server-1844,192.168.128.88,CentOS 8,32,16,2000,maintenance,265
1845,server-1845,192.168.132.92,CentOS 8,4,4,500,offline,241
1846,server-1846,192.168.16.86,Ubuntu 22.04,2,32,500,offline,174
1847,server-1847,192.168.117.151,CentOS 8,4,8,1000,offline,259
1848,server-1848,192.168.69.161,Ubuntu 22.04,16,8,1000,online,126
1849,server-1849,192.168.197.7,Ubuntu 22.04,8,4,500,online,328
1850,server-1850,192.168.179.80,Debian 12,32,16,1000,offline,345
1851,server-1851,192.168.177.90,Debian 12,16,16,1000,online,336
1852,server-1852,192.168.254.174,Ubuntu 22.04,16,16,500,offline,322
1853,server-1853,192.168.125.211,Ubuntu 22.04,8,16,100,offline,349
1854,server-1854,192.168.48.198,Ubuntu 22.04,32,32,1000,offline,349
1855,server-1855,192.168.120.88,CentOS 8,16,64,1000,online,241
1856,server-1856,192.168.236.2,CentOS 8,2,32,1000,maintenance,67
1857,server-1857,192.168.232.47,Debian 12,2,8,100,online,25
1858,server-1858,192.168.163.234,Windows Server 2022,4,16,2000,offline,141
1859,server-1859,192.168.168.24,Windows Server 2022,2,16,500,online,190
1860,server-1860,192.168.223.76,Debian 12,32,8,2000,maintenance,147
1861,server-1861,192.168.68.31,Ubuntu 22.04,16,16,500,online,15
1862,server-1862,192.168.145.58,CentOS 8,8,32,500,online,157
1863,server-1863,192.168.140.189,Debian 12,8,8,500,online,104
1864,server-1864,192.168.160.38,CentOS 8,16,4,1000,offline,272
1865,server-1865,192.168.207.231,Windows Server 2022,32,64,2000,offline,188
1866,server-1866,192.168.3.55,Windows Server 2022,4,8,1000,maintenance,0
1867,server-1867,192.168.139.218,Ubuntu 22.04,8,8,2000,offline,87
1868,server-1868,192.168.29.170,CentOS 8,16,8,1000,offline,98
1869,server-1869,192.168.185.123,Debian 12,2,32,1000,online,311
1870,server-1870,192.168.126.159,Debian 12,8,8,1000,maintenance,150
1871,server-1871,192.168.233.70,Windows Server 2022,16,4,100,online,336
1872,server-1872,192.168.83.21,Windows Server 2022,32,4,1000,offline,134
1873,server-1873,192.168.63.209,CentOS 8,16,64,500,maintenance,343
1874,server-1874,192.168.19.242,Debian 12,32,4,100,online,202
1875,server-1875,192.168.71.125,Ubuntu 22.04,8,32,2000,offline,184
1876,server-1876,192.168.163.116,CentOS 8,32,32,500,maintenance,64
1877,server-1877,192.168.136.201,Debian 12,8,32,500,maintenance,32
1878,server-1878,192.168.126.128,CentOS 8,8,64,2000,offline,280
1879,server-1879,192.168.75.174,Windows Server 2022,2,16,2000,online,79
1880,server-1880,192.168.243.210,Ubuntu 22.04,32,32,1000,maintenance,79
1881,server-1881,192.168.169.154,Windows Server 2022,32,16,500,online,55
1882,server-1882,192.168.21.212,CentOS 8,16,32,1000,online,0
1883,server-1883,192.168.204.172,Debian 12,32,4,1000,online,265
1884,server-1884,192.168.181.26,Ubuntu 22.04,8,8,100,offline,261
1885,server-1885,192.168.88.186,CentOS 8,16,8,100,online,136
1886,server-1886,192.168.103.193,Debian 12,4,4,100,maintenance,298
1887,server-1887,192.168.218.206,Windows Server 2022,32,8,100,online,59
1888,server-1888,192.168.180.146,CentOS 8,8,32,500,online,77
1889,server-1889,192.168.152.66,Ubuntu 22.04,8,64,500,offline,159
1890,server-1890,192.168.165.180,CentOS 8,4,4,2000,offline,350
1891,server-1891,192.168.71.100,Windows Server 2022,2,8,100,online,288
1892,server-1892,192.168.160.174,Ubuntu 22.04,32,32,100,online,76
1893,server-1893,192.168.57.231,Windows Server 2022,32,4,500,offline,46
1894,server-1894,192.168.168.174,Ubuntu 22.04,32,4,100,online,197
1895,server-1895,192.168.188.254,Ubuntu 22.04,32,8,1000,offline,200
1896,server-1896,192.168.132.202,Ubuntu 22.04,8,64,1000,offline,286
1897,server-1897,192.168.166.39,Windows Server 2022,8,8,2000,maintenance,109
1898,server-1898,192.168.164.61,CentOS 8,8,16,2000,maintenance,113
1899,server-1899,192.168.98.58,Windows Server 2022,8,16,2000,maintenance,170
1900,server-1900,192.168.74.38,Windows Server 2022,32,64,2000,offline,255
1901,server-1901,192.168.198.230,Windows Server 2022,16,4,2000,maintenance,294
1902,server-1902,192.168.19.149,Windows Server 2022,8,32,2000,online,224
1903,server-1903,192.168.221.111,Ubuntu 22.04,8,4,500,maintenance,110
1904,server-1904,192.168.85.161,Windows Server 2022,4,4,100,offline,254
1905,server-1905,192.168.154.94,Ubuntu 22.04,8,8,1000,maintenance,178
1906,server-1906,192.168.42.164,CentOS 8,8,16,100,maintenance,320
1907,server-1907,192.168.159.154,Windows Server 2022,2,64,2000,maintenance,48
1908,server-1908,192.168.167.132,Windows Server 2022,4,32,100,online,115
1909,server-1909,192.168.180.4,Debian 12,4,32,100,offline,323
1910,server-1910,192.168.163.43,Windows Server 2022,16,32,1000,online,258
1911,server-1911,192.168.169.79,Debian 12,8,64,100,online,309
1912,server-1912,192.168.132.80,CentOS 8,8,16,100,online,160
1913,server-1913,192.168.4.61,CentOS 8,4,4,500,offline,214
1914,server-1914,192.168.39.217,CentOS 8,2,4,500,maintenance,84
1915,server-1915,192.168.67.180,Ubuntu 22.04,8,64,1000,offline,249
1916,server-1916,192.168.53.211,Debian 12,16,4,500,offline,347
1917,server-1917,192.168.39.191,CentOS 8,4,64,2000,online,234
1918,server-1918,192.168.7.188,Windows Server 2022,8,32,500,maintenance,193
1919,server-1919,192.168.48.34,CentOS 8,32,8,1000,online,76
1920,server-1920,192.168.103.132,Debian 12,16,4,1000,offline,37
1921,server-1921,192.168.19.212,Ubuntu 22.04,2,32,1000,online,202
1922,server-1922,192.168.244.14,Windows Server 2022,2,4,1000,online,11
1923,server-1923,192.168.122.228,Ubuntu 22.04,4,32,500,offline,192
1924,server-1924,192.168.101.86,Debian 12,32,8,100,offline,94
1925,server-1925,192.168.94.114,Debian 12,2,16,100,offline,79
1926,server-1926,192.168.20.119,Ubuntu 22.04,32,4,100,maintenance,171
1927,server-1927,192.168.237.3,Debian 12,32,4,100,maintenance,228
1928,server-1928,192.168.41.132,Ubuntu 22.04,8,8,500,online,205
1929,server-1929,192.168.91.190,CentOS 8,8,4,1000,maintenance,313
1930,server-1930,192.168.254.197,Ubuntu 22.04,8,8,2000,offline,41
1931,server-1931,192.168.219.145,Ubuntu 22.04,4,64,100,online,265
1932,server-1932,192.168.205.224,Ubuntu 22.04,2,32,100,maintenance,254
1933,server-1933,192.168.86.20,Windows Server 2022,8,4,1000,maintenance,212
1934,server-1934,192.168.140.241,Debian 12,8,64,2000,offline,139
1935,server-1935,192.168.102.39,Ubuntu 22.04,16,32,1000,offline,78
1936,server-1936,192.168.158.158,Ubuntu 22.04,4,4,1000,offline,159
